guid,url
https://www.beehive.govt.nz/125841,https://www.beehive.govt.nz/release/government-restores-real-consequences-crime
https://www.beehive.govt.nz/125842,https://www.beehive.govt.nz/release/government-temporarily-suspends-recognition-unsafe-international-adoptions
https://www.beehive.govt.nz/125843,https://www.beehive.govt.nz/release/new-hub-will-bring-outpatient-services-together-christchurch
https://www.beehive.govt.nz/125844,https://www.beehive.govt.nz/release/further-detail-auckland-plan-change
https://www.beehive.govt.nz/125845,https://www.beehive.govt.nz/release/strengthening-nz%E2%80%93saudi-arabia-investment-ties
https://www.beehive.govt.nz/125846,https://www.beehive.govt.nz/release/clearing-path-offshore-wind-investment
https://www.beehive.govt.nz/125847,https://www.beehive.govt.nz/release/nz-singapore-uae-switzerland-launch-new-investment-and-trade-partnership
https://www.beehive.govt.nz/125848,https://www.beehive.govt.nz/release/minister-champions-nz-wool-global-stage
https://www.beehive.govt.nz/125849,https://www.beehive.govt.nz/release/new-safety-campaign-crowded-places-incident
https://www.beehive.govt.nz/125850,https://www.beehive.govt.nz/release/bill-ban-surcharges-passes-first-reading
https://www.beehive.govt.nz/125851,https://www.beehive.govt.nz/release/provinces-backed-13-billion-rail-infrastructure
https://www.beehive.govt.nz/125853,https://www.beehive.govt.nz/release/minister-simpson-promotes-resilience-and-insurance-ties-london
https://www.beehive.govt.nz/125854,https://www.beehive.govt.nz/release/government-takes-action-bird-flu-preparedness-plan
https://www.beehive.govt.nz/125855,https://www.beehive.govt.nz/release/remarkable-reduction-youth-offending
https://www.beehive.govt.nz/125856,https://www.beehive.govt.nz/release/nurse-led-cystoscopy-clinics-delivering-timely-cancer-care-dunedin
https://www.beehive.govt.nz/125857,https://www.beehive.govt.nz/release/families-get-extra-help-ece-costs
https://www.beehive.govt.nz/125858,https://www.beehive.govt.nz/release/customs-levies-bill-passes
https://www.beehive.govt.nz/125859,https://www.beehive.govt.nz/release/nz%E2%80%93saudi-arabia-business-council-established
https://www.beehive.govt.nz/125860,https://www.beehive.govt.nz/release/new-auckland-rail-line-benefit-freight-and-passengers
https://www.beehive.govt.nz/125861,https://www.beehive.govt.nz/release/accelerating-ai-research-and-innovation
https://www.beehive.govt.nz/125862,https://www.beehive.govt.nz/speech/ai-summit-accelerating-ai-research-and-innovation
https://www.beehive.govt.nz/125863,https://www.beehive.govt.nz/release/andrew-szusterman-appointed-rnz-board
https://www.beehive.govt.nz/125864,https://www.beehive.govt.nz/release/government-delivers-promise-protect-productive-farmland-ets
https://www.beehive.govt.nz/125865,https://www.beehive.govt.nz/release/gdp-figures-show-impact-global-uncertainty
https://www.beehive.govt.nz/125868,https://www.beehive.govt.nz/release/first-fast-track-housing-project-gets-green-light
https://www.beehive.govt.nz/125869,https://www.beehive.govt.nz/release/reserve-bank-appointment-0
https://www.beehive.govt.nz/125870,https://www.beehive.govt.nz/speech/opening-new-third-main-line-auckland
https://www.beehive.govt.nz/125871,https://www.beehive.govt.nz/release/asms-union-walks-away-patients
https://www.beehive.govt.nz/125873,https://www.beehive.govt.nz/release/tourism-minister-lead-delegation-china
https://www.beehive.govt.nz/125874,https://www.beehive.govt.nz/release/celebrating-132-years-women%E2%80%99s-suffrage
https://www.beehive.govt.nz/125875,https://www.beehive.govt.nz/release/new-dunedin-hospital-construction-contract-signed
https://www.beehive.govt.nz/125876,https://www.beehive.govt.nz/release/funding-support-events-marking-waitangi-day
https://www.beehive.govt.nz/125878,https://www.beehive.govt.nz/release/foreign-minister-travel-new-york-un-turns-80
https://www.beehive.govt.nz/125879,https://www.beehive.govt.nz/release/sh2-melling-interchange-construction-begins
https://www.beehive.govt.nz/125880,https://www.beehive.govt.nz/release/local-water-done-well-delivering-kiwis
https://www.beehive.govt.nz/125881,https://www.beehive.govt.nz/release/new-teacher-bonding-scheme-supports-schools-and-teachers
https://www.beehive.govt.nz/125882,https://www.beehive.govt.nz/release/work-ramps-nelson-hospital-redevelopment
https://www.beehive.govt.nz/125883,https://www.beehive.govt.nz/release/quickest-citizenship-processing-five-years
https://www.beehive.govt.nz/125884,https://www.beehive.govt.nz/release/100-million-boost-upgrade-hospitals-nationwide
https://www.beehive.govt.nz/125885,https://www.beehive.govt.nz/release/20-million-boost-ed-staffing
https://www.beehive.govt.nz/125886,https://www.beehive.govt.nz/release/government-digital-changes-bring-big-savings
https://www.beehive.govt.nz/125887,https://www.beehive.govt.nz/release/return-domestic-coal-back-generation
https://www.beehive.govt.nz/125888,https://www.beehive.govt.nz/release/anchors-new-zealand-cruise-season
https://www.beehive.govt.nz/125891,https://www.beehive.govt.nz/release/supercharging-school-infrastructure
https://www.beehive.govt.nz/125893,https://www.beehive.govt.nz/release/trade-minister-promote-nz-trade-asean-economic-ministers-meeting
https://www.beehive.govt.nz/125894,https://www.beehive.govt.nz/release/new-residence-options-bolster-workforce
https://www.beehive.govt.nz/125895,https://www.beehive.govt.nz/release/shovels-ground-new-defence-housing
https://www.beehive.govt.nz/125896,https://www.beehive.govt.nz/release/first-rural-training-hub-coming-south-taranaki
https://www.beehive.govt.nz/125897,https://www.beehive.govt.nz/release/overhaul-broken-holidays-act-way
https://www.beehive.govt.nz/125898,https://www.beehive.govt.nz/speech/speech-employers-and-manufacturers-association-announcing-cabinet-decisions-new-employment
https://www.beehive.govt.nz/125902,https://www.beehive.govt.nz/release/kicking-%C5%8Dtaki-north-levin-expressway
https://www.beehive.govt.nz/125903,https://www.beehive.govt.nz/release/new-appointments-civil-aviation-authority-board
https://www.beehive.govt.nz/125904,https://www.beehive.govt.nz/release/pharmac-saves-money-spend-new-medicines
https://www.beehive.govt.nz/125905,https://www.beehive.govt.nz/release/he-poroporoaki-ki-ariki-t%C4%81-tumu-te-heuheu-t%C5%ABkino-viii-knzm
https://www.beehive.govt.nz/125906,https://www.beehive.govt.nz/release/rural-health-roadshow-lands-te-k%C5%ABiti
https://www.beehive.govt.nz/125907,https://www.beehive.govt.nz/release/new-reserve-bank-governor-appointed
https://www.beehive.govt.nz/125908,https://www.beehive.govt.nz/release/appointments-health-regulatory-authorities
https://www.beehive.govt.nz/125909,https://www.beehive.govt.nz/release/social-bonds-launch-help-deliver-social-housing
https://www.beehive.govt.nz/125910,https://www.beehive.govt.nz/release/applications-open-new-exploration-permits
https://www.beehive.govt.nz/125911,https://www.beehive.govt.nz/release/green-light-army-communications-upgrade
https://www.beehive.govt.nz/125912,https://www.beehive.govt.nz/release/massive-new-water-storage-northland
https://www.beehive.govt.nz/125914,https://www.beehive.govt.nz/release/more-diagnostics-tests-and-faster-answers-kiwis
https://www.beehive.govt.nz/125915,https://www.beehive.govt.nz/release/support-sexual-harassment-complainants
https://www.beehive.govt.nz/125916,https://www.beehive.govt.nz/release/govt-increases-support-thriving-games-industry
https://www.beehive.govt.nz/125917,https://www.beehive.govt.nz/release/court-backlogs-shrink-justice-moves-faster
https://www.beehive.govt.nz/125918,https://www.beehive.govt.nz/release/king%E2%80%99s-counsel-appointments-2025
https://www.beehive.govt.nz/125919,https://www.beehive.govt.nz/release/new-mental-health-unit-opens-palmerston-north
https://www.beehive.govt.nz/125920,https://www.beehive.govt.nz/release/concluding-15-years-negotiations-ng%C4%81ti-r%C4%81hiri-tumutumu
https://www.beehive.govt.nz/125921,https://www.beehive.govt.nz/release/new-auckland-flyover-benefits-drivers-and-bus-passengers
https://www.beehive.govt.nz/125922,https://www.beehive.govt.nz/release/sport-diplomacy-grow-nz%E2%80%99s-global-ties
https://www.beehive.govt.nz/125923,https://www.beehive.govt.nz/release/new-zealand%E2%80%99s-space-sector-show-sydney
https://www.beehive.govt.nz/125924,https://www.beehive.govt.nz/release/nz-maintain-approach-recognition-palestine
https://www.beehive.govt.nz/125925,https://www.beehive.govt.nz/speech/new-zealand-national-statement-un-general-assembly-%E2%80%93-%E2%80%98leadership-global-affairs-united
https://www.beehive.govt.nz/125926,https://www.beehive.govt.nz/release/cath-lab-upgrade-complete-christchurch-hospital
https://www.beehive.govt.nz/125927,https://www.beehive.govt.nz/release/govt-funding-trans-tasman-space-projects
